Client send time,ServerRecevie time,client receive time,total time,time to server,return time
1585251654265.44,1585251654301.43,1585251654315.43,49.998779296875,35.9990234375,13.999755859375
1585251654763.46,1585251654800.43,1585251654816.54,53.08984375,36.976806640625,16.113037109375
1585251655264.43,1585251655299.44,1585251655314.43,49.999755859375,35.001220703125,14.99853515625
1585251655766.51,1585251655801.43,1585251655816.46,49.948486328125,34.923095703125,15.025390625
1585251656264.44,1585251656294.44,1585251656313.44,49.001220703125,30.0009765625,19.000244140625
1585251656761.46,1585251656791.43,1585251656811.43,49.9736328125,29.97509765625,19.99853515625
1585251657258.46,1585251657282.44,1585251657308.43,49.97412109375,23.982421875,25.99169921875
1585251657755.44,1585251657786.43,1585251657804.46,49.019287109375,30.994873046875,18.0244140625
1585251658252.43,1585251658282.46,1585251658302.46,50.024169921875,30.024658203125,19.99951171875
1585251658765.47,1585251658802.46,1585251658824.47,59.004150390625,36.994873046875,22.00927734375
1585251659255.44,1585251659280.43,1585251659308.44,53.000732421875,24.99609375,28.004638671875
1585251659756.44,1585251659791.44,1585251659806.43,49.997802734375,35,14.997802734375
1585251660253.46,1585251660289.44,1585251660303.44,49.979736328125,35.98193359375,13.997802734375
1585251660767.44,1585251660802.46,1585251660816.43,48.994140625,35.01904296875,13.97509765625
1585251661267.44,1585251661297.44,1585251661317.46,50.028564453125,29.999755859375,20.02880859375
1585251661764.46,1585251661800.46,1585251661814.46,50.001220703125,36.000244140625,14.0009765625
